Title,Category,Sub-category,Post Text,URL
FBA Seller Compensation for Covid19 issues,Fulfillment By Amazon,General FBA Questions,"Amazon …  I see where you donated 10 million to the Black Life Matters movement.My question is:   When does Amazon plan to compensate FBA sellers for all of the lostsales during the past 2 months?   FBA has not been fulfilling their contractualagreement with sellers.   Late order processing and shipments.  Concentrating only on shippingessential orders.  Allowing Sellers merchandise to remain stagnant for weeks.   Posted as FBA processing.No Amazon storage fees is not even close to compensation.The reason I mention your donation to charities, is when does Amazon plan to take care of thepeople who built their company?",https://sellercentral.amazon.com/forums/t/fba-seller-compensation-for-covid19-issues/639944
Sending a product for free to a customer,Fulfillment By Amazon,FBA Orders and Customer Service,"I need to send a customer a product for free, in order to compensate for a damaged product.How do I arrange to send it to a customer (a different product from the one I have sold him)",https://sellercentral.amazon.com/forums/t/sending-a-product-for-free-to-a-customer/639890
1 MSKU too many?,Fulfillment By Amazon,General FBA Questions,"I’m sending in a pallet with 9 MSKU’s, for a total of 194 units.I just realized there may be a 10th MSKU on the pallet, but I’m not sure.  If that 10th is on the pallet, there are 11 of them.Do I have to tear the pallet apart and look for that 10th, or am I within the guidlines?",https://sellercentral.amazon.com/forums/t/1-msku-too-many/639718
"Sending out LTL using Amazon Rigs, do i need to physically get in their truck and load it?",Fulfillment By Amazon,Shipping Inventory to Amazon,"Hello, I send many LTL shipments to Amazon 4 or 5 pallets a week. Usually the process is, I take the pallet over to their truck with my forklift and load it on to the back of the truck. All of them tell me they require me to bring my pallet jack so they may move the pallet to the front of the rig( that’s fine, that’s not what this question is about). But yesterday a new driver tells me I physically have to get on the rig after loading the pallet with my forklift , load my pallet jack on the forklift , move the pallet in the rig (myself). Then unload pallet jack and he can leave.But Someone needs to secure that load with straps or bars, no ?My question is who physically needs to move the load around in the rig? (BTW I have no ramp or dock to get the forklift in the rig, can only place it in the rig by the door with the forklift). Thank you in advance.",https://sellercentral.amazon.com/forums/t/sending-out-ltl-using-amazon-rigs-do-i-need-to-physically-get-in-their-truck-and-load-it/639553
Combining shipping plans,Fulfillment By Amazon,General FBA Questions,I have two shipments going to the same DC. One has 209 units and one has only 20 units. The manufacturer will not ship the 20 unit pallet because it doesn’t meet their internal requirements.  Can you help me add those 20 units into the larger shipment to make our lives easier?,https://sellercentral.amazon.com/forums/t/combining-shipping-plans/639684
Attention Amazon Shipping to business accounts,Fulfillment By Amazon,Fulfillment By Amazon,"I am very upset with Amazon as a business customer. I pay huge seller fees and have a pro account. All my business FBA warehouse orders on Amazon are taking LONGER than a week up to almost two weeks to even ship! I count on getting my supplies fast.As a result I am buying my supplies on EBay from sellers who FBM, and other websites instead of purchasing here and having my supplies shipped from the warehouses.My family in NYC gets deliveries one day and two day and they are not business customers!",https://sellercentral.amazon.com/forums/t/attention-amazon-shipping-to-business-accounts/639592
FBA Onsite - Customer refunded for order not received - What does Amazon cover / reimburse?,Fulfillment By Amazon,Fulfillment By Amazon,"FBA Onsite order shipped on time and delivered on time with USPS signature delivery confirmation - A couple of weeks later, Amazon initiated a full refund [$2,867.95] and their email states it was for “order not received”.Now,  45+ days have passed and we have been reimbursed for less than half of what the customer was refunded.In the FBA Returns management page, there is no disposition, no refund reason and no customer comments. This transaction also does NOT populate in the “customer returns” report on the fulfillment reporting page.Shouldn’t Amazon be reimbursing us for more of this? The product was a digital medical thermometer, which the customer bought 205 units of. Does it even matter what the product or category is if this is a claim of order not received? What is the best way to go about requesting a reimbursement re-evaluation?",https://sellercentral.amazon.com/forums/t/fba-onsite-customer-refunded-for-order-not-received-what-does-amazon-cover-reimburse/639566
Unsuccessful Amazon Reimbursements,Fulfillment By Amazon,Fulfillment By Amazon,"Hi!We are receiving other people’s products back in our returns. For example, they bought our product but when the customer put in for their return, they return someone else’s product.In the past when I have had Amazon investigate the order, they have always been kind in refunding us.  Now it seems like all of my claims are not getting reimbursed because the customer damaged them or deemed them defective.  In the end, it’s not our product that is getting returned.Is this happening to anyone else? Advice please!Thanks!",https://sellercentral.amazon.com/forums/t/unsuccessful-amazon-reimbursements/639583
FBA Refrigerated Product,Fulfillment By Amazon,General FBA Questions,"Cannot get any action - FBA is warehousing and shipping a product requiring refrigeration without refrigeration. It is against the FBA guidelines:•	Products requiring refrigeration, air conditioning, or freezing are prohibited all year long. Perishable products, including but not limited to, fresh meats, fruits, or vegetables are also prohibited throughout the year.Have not been able to get any response or action over 6 months of contacts.Any idea how to solve this?",https://sellercentral.amazon.com/forums/t/fba-refrigerated-product/638347
How to request a change to FBA fees,Fulfillment By Amazon,Fulfillment By Amazon,I’m hoping I can have my product changed to be listed as Small Standard size of 10 oz or less with a fee of $2.50 vs Large Standard Size item of $3.31 as it is now. The dimensions are 4.87 x 2.87 x .88 inches.  Maybe because it’s nearly an inch thick it is listed as a Large Standard Size.  If it could be considered a small size I just need help on how to change it. Thanks.,https://sellercentral.amazon.com/forums/t/how-to-request-a-change-to-fba-fees/639514
Can I use FBA to fulfill my wholesale customers retail orders? (dropship to their customers),Fulfillment By Amazon,General FBA Questions,I manufacture and sell a product on Amazon and my website using FBA. How can I use FBA to fulfill my wholesale customers retail orders? (dropship to their retail customers). Is there a way to do this? If FBA was a normal drop shipper this would be literally what they do. Please help this has been a big question limiting my business.,https://sellercentral.amazon.com/forums/t/can-i-use-fba-to-fulfill-my-wholesale-customers-retail-orders-dropship-to-their-customers/639082
My inbound fulfillment center assignment seems to be “stuck”,Fulfillment By Amazon,Shipping Inventory to Amazon,"I am having an odd issue, just wondering if anyone else has seen it.First off I understand that we don’t get to choose which warehouse we send our products into.  That being said, please hear me out…For approximately 2 years leading up to September of 2018, nearly every one of my shipments when to ONT8, which is in Moreno Valley, Los Angeles area.  We were shipping FROM a warehouse in Van Nuys, also Los Angeles area.  Then, I happened to send in a shipment from Northern California instead of the Southern California warehouse.  For that shipment SMF3 was chosen (Stockton, more northern in CA, made sense).  Well ever since, SMF3 is now “stuck” no matter where in the COUNTRY I choose as my ship from address.I have just tried creating new shipments from fictional new addresses.  First right next door to the ONT8 fulfillment center where all of my shipments used to go when shipped from Van Nuys, CA.  Then San Diego, then New York.  In all cases, Stockton is chosen as the fulfillment center.  This is the case whether I have Distributed set or Inventory Placement set.Worth mentioning I guess that my business is located in that Northern California location I shipped from… that is my business address.  On the theory that they are calculating based on that address instead of what I’m putting in as the ship from…I’m just worried about changing my business address for experimentation purposes lest they think something shady is going on.Hoping some of you might have come across something like this and could help me figure this out.",https://sellercentral.amazon.com/forums/t/my-inbound-fulfillment-center-assignment-seems-to-be-stuck/451107
How much weight do you give Amazon’s ‘Restock Inventory’ suggestions?,Fulfillment By Amazon,General FBA Questions,"Curious to know how much attention others pay to the ‘Restock Inventory’ suggestions that show up on the Seller Central homepage and on the ‘Restock Inventory’ tab under ‘Inventory Planning.’When Amazon first rolled out the feature, I was skeptical as a lot of the suggestions seemed off (usually too much inventory relative to previous sales). I hoped that the quality of the suggestions would improve as Amazon refined the tool, and so lately I decided to actually fill out some of the lead time information and give it a shot. (At least look at their suggestions and use that as a starting point.)The first suggestion the tool made was to send in a certain number of units for a particular product. I only had about half the number of units the tool suggested handy, so I sent those in, which was going to take me to just over a 3 month supply. (A little more than I usually send, but not unreasonable.)As soon as the shipment went out, an error message appeared beside that product on the ‘Restock Inventory’ tab.“Very high inventory level! Inventory levels in this range can negatively affect your IPI score and your inventory investment returns.”Despite the error message, that product is still showing up #1 on the ‘Restock Inventory’ list and Amazon apparently wants me to send 210 more units today.Obviously not going to do that, but the mixed messages aren’t giving me great confidence in the tool’s other suggestions…Does anyone use the ‘Restock Inventory’ tool? Am I missing something that would make it more useful??",https://sellercentral.amazon.com/forums/t/how-much-weight-do-you-give-amazons-restock-inventory-suggestions/639506
Accidentally Listed under Wrong Condition,Fulfillment By Amazon,Fulfillment By Amazon,I recently noticed in the FBA inventory one of the books is listed as “Colletible - Very Good” when it should be “Very Good.” I don’t know how I made this mistake but what’s the best course of action? Should I re-list it as Very Good and if so do I have to have it sent back before re-listing under a different condition? Or should I just mention about the mistake in the current listing? Thank you for your advice.,https://sellercentral.amazon.com/forums/t/accidentally-listed-under-wrong-condition/639485
FBA Box labels for cases of drinks,Fulfillment By Amazon,Shipping Inventory to Amazon,We have our first pallet of drinks we are shipping in. We have labeled each unit with a FNSKU. The question is what to do with the FBA Box ID labels. Each case is sold as a set and is 24 units and weighs about 20lbs. Putting 2 in a box seems like a waste of time. Can we attach a FBA Box ID as well as a FNSKU to the same unit and just treat each case of drinks as a box?Thanks,https://sellercentral.amazon.com/forums/t/fba-box-labels-for-cases-of-drinks/639474
"My FBA Product was reserved, then listed and then disappeared?",Fulfillment By Amazon,General FBA Questions,Hi All. I have a product that has disappeared off my inventory for the second time. Initially the item showing as reserved. After several days it was nowhere to be found. I kept checking and it finally got listed and was live for sale. Now few days later the item has disappeared again. I have checked and it has not been sold or reserved.Is it possible that the item is being relocated again or am i missing something here?Anyone have this issue before?,https://sellercentral.amazon.com/forums/t/my-fba-product-was-reserved-then-listed-and-then-disappeared/639454
Clarification regarding “Cases”,Fulfillment By Amazon,Shipping Inventory to Amazon,"Hi,I’m not quite understanding what “cases” means. Is 1 of the same item considered a “case”. I have 28 of 1 item that I have packed into 2 different sized boxes (they don’t all fit into one box) 6 in one box and 22 in the other box. Is this considered 1 Case and 28 units or 2 cases with 6 and 22 units?Thank you",https://sellercentral.amazon.com/forums/t/clarification-regarding-cases/639104
Are box labels required too?,Fulfillment By Amazon,Shipping Inventory to Amazon,"I am preparing a shipment of three ASINs on 3 pallets. These units come one unit per box (measuring approximately 17.2’’ H x 17.2’’ W x 7.7’’ D with a weight of approximately 9 pounds each) and are shipped one ASIN per pallet in shelf ready boxes with no master case. I would like Amazon to label them. Are box labels required as well?If so, why?",https://sellercentral.amazon.com/forums/t/are-box-labels-required-too/639060
Not able to reconcile shipments anymore,Fulfillment By Amazon,General FBA Questions,"This is becoming extra frustrating now. Almost every shipment I send in to Amazon, there is a discrepancy on what I sent and what they “receive”.I wait until the date when they say I’m able to reconcile, but it always says contents counted and confirmed. It will not give me any option to reconcile.Opening cases is useless as they give the same reply about how I must have not sent the right number of items in. FRUSTRATED!",https://sellercentral.amazon.com/forums/t/not-able-to-reconcile-shipments-anymore/639159
Can’t submit help request,Fulfillment By Amazon,FBA Orders and Customer Service,"Is anyone else having difficulty submitting new cases to seller support? Each time we try to submit our inquiry, the page is unresponsive and won’t submit the case. We’ve been trying to do this since yesterday. The issue is not on our end as we have opened a new browser, restarted our computer, etc. Nothing seems to work.",https://sellercentral.amazon.com/forums/t/cant-submit-help-request/639130
Has Small and Light improved your sales?,Fulfillment By Amazon,General FBA Questions,"Considering switching some listings to SNL and passing the savings along to customers.Since ranking seems sensitive to pricing on Amazon, the lower price might help with sales.I’m also considering doing both SNL and regular FBA on the same listing (with the SNL price slightly lower). Anybody knows if a prime member is search for my item, will the offer with the regular stock win the buy box for that customer? Hence since that offer has the buy-box, the “Prime” badge will show in the search results for these prime customers. I know Amazon does switch the buy-box to the most suitable offer for the customer location for international customers.",https://sellercentral.amazon.com/forums/t/has-small-and-light-improved-your-sales/639045
Wrong ISBN numbers,Fulfillment By Amazon,General FBA Questions,"Hello, I buy and sell used books.  I have been buying and  selling on Amazon for a short time but I have already received 3 wrong editions from Amazon sellers.  Most other sites you can check the ISBN number for every book you order. On Amazon the listings are all bunched together under the ISBN, but you can’t check individual books. At first I thought it was the seller’s fault but now I am not so sure. Are there listings getting bunched into the right title but the wrong edition by Amazon?  All three times the book I have gotten has been worthless to me and I have had to return it. I don’t have this problem on other sites.",https://sellercentral.amazon.com/forums/t/wrong-isbn-numbers/639038
The better way to ship,Fulfillment By Amazon,Shipping Inventory to Amazon,"Could you please educate me on what would have been a better way to ship inventory to Amazon.  I shipped a number of different SKUs to Amazon - 55 boxes via SPD - all boxes sent to only 1 location.  The shipping charges came out to $168 for shipment weight of 308 lbs, but billable weight was 532 lbs.  Would shipping via LTL have been a much cheaper option for me?  If so, approximately by how much?  Thank you so much!",https://sellercentral.amazon.com/forums/t/the-better-way-to-ship/635254
Sellling in Australia,Fulfillment By Amazon,General FBA Questions,"How do I set up my account to be able to sell in Australia, from Australia",https://sellercentral.amazon.com/forums/t/sellling-in-australia/637920
Hazmat Pallet Shipping,Fulfillment By Amazon,Shipping Inventory to Amazon,I am trying to find out if we can mix SKU’s(all ORMD-Hazmat) product on the same pallet. Can you mix the SKU’s or only 1 SKU per pallet?,https://sellercentral.amazon.com/forums/t/hazmat-pallet-shipping/637928
Wrong item listed and sold - asking suggestion for remedy,Fulfillment By Amazon,FBA Orders and Customer Service,"I have an item incorrectly listed under another very similar yet different item, and therefore sold a large amount in short period at “appearing to be” a much lower price. I received first feedback that the item is incorrect, and have closed the listing, and asked seller support to cancel all the orders that could be cancelled. However, there are still quite some orders that cannot be cancelled, which are in the process of being shipped.Can somebody suggest what’s my best way to handle this mess? Should I go ahead and refund all sellers with wrong items shipped? I don’t know if that means they will not need to return the item if I initialize the refund even before they receive the item. If so, I’d like to request they return the item still, as it is not cheap so I would like to have the item returned if possible.Or should I wait for the buyer to contact for refund?I want to avoid being hit by large amount of negative feedback, or at least as much as possible.Thanks a lot for your reading and suggestion.",https://sellercentral.amazon.com/forums/t/wrong-item-listed-and-sold-asking-suggestion-for-remedy/638774
MCF - International Shipping,Fulfillment By Amazon,Multi-Channel Fulfillment,Outside of the media category am I able to use MCF to fulfill orders internationally like Europe or Africa?,https://sellercentral.amazon.com/forums/t/mcf-international-shipping/638831
Question about FBA oversized fee,Fulfillment By Amazon,General FBA Questions,hey! sorry if this is a stupid question. i currently have one item that should fit under small oversized and is under 2 pounds. should my FBA fee be 8.26? its currently 10.56 before my referral fees. am i missing something? still new to this. thank you in advance for any info! sorry if this is stupid!,https://sellercentral.amazon.com/forums/t/question-about-fba-oversized-fee/638803
"Excess inventory, Storage limits",Fulfillment By Amazon,Fulfillment Reports,"Hi,I have a product in travel which doesn’t sell that good these days. That’s why my IPI dropped and amazon noticed me that now I am subject to storage limits from July 1 if my IPI is still less than 400 during the week of June 21. I don’t think I’m gonna be able to do anything by than so, if you have any suggestions on what my options are, I would very much appreciate it.Thanks a lot!",https://sellercentral.amazon.com/forums/t/excess-inventory-storage-limits/638720
How Does Amazon Keep Goods Safe in the Warehouse?,Fulfillment By Amazon,Shipping Inventory to Amazon,"The carrier posted a pic that was some goods delivered by UPS were robbed by rioters, so worried about the safety of goods now…. what do you guys think of it? When this riot can be ended? There are also some rumours that people rob Amazon’s warehouse, honestly, so worried about such things happened…",https://sellercentral.amazon.com/forums/t/how-does-amazon-keep-goods-safe-in-the-warehouse/638616
"When shipping multiple volume sets of books, how should they be packed?",Fulfillment By Amazon,Shipping Inventory to Amazon,I am shipping a couple of 7 volume sets of books… they don’t come in their own “boxed set” so do I put them all in a box and put the barcode label on the outside of the box?  Will Amazon ship the box with the label inside another box?  Will Amazon unoack them and then repack them for shipping?  How is this supposed to be handled?,https://sellercentral.amazon.com/forums/t/when-shipping-multiple-volume-sets-of-books-how-should-they-be-packed/638647
LTL shipment help - Can I make this one shipment?,Fulfillment By Amazon,Shipping Inventory to Amazon,"I am shipping several pallets into the fulfilment centres.  One of them is a pallet of case packed goods which I have no problem with, having sent in pallets of this product before.  The other items are shelf ready and are never case packed as they measure roughly 20 inches by 20 inches by 6 inches so who could handle the boxes. I intend to have all of the items labelled by Amazon.My questions are:Can I combine everything into one shipment?If yes, do I have to have the larger items tagged with some sort of label prior to being picked up the way I do with the cartons of smaller items?Thanks",https://sellercentral.amazon.com/forums/t/ltl-shipment-help-can-i-make-this-one-shipment/638548
How do I identify all the shipments to FBA that included a particular SKU,Fulfillment By Amazon,Fulfillment By Amazon,What is the best/fastest way to identify the most recent shipments to FBA that included a particular SKU?,https://sellercentral.amazon.com/forums/t/how-do-i-identify-all-the-shipments-to-fba-that-included-a-particular-sku/637992
Not receiving FBA SOLD emails,Fulfillment By Amazon,General FBA Questions,"Hi -I’m a new FBA seller. I’ve set (and re-set, and re-set) my seller notifications, but am still not getting any SOLD notifications. I AM getting a notification when Amazon ships my product - but this sometimes isn’t until a week later! Is this normal? I’ve checked my junk folder - no notifications there, either.Thank you.",https://sellercentral.amazon.com/forums/t/not-receiving-fba-sold-emails/638254
FBA fees excel spreadsheet,Fulfillment By Amazon,General FBA Questions,"Hello,Does anyone know of a good excel spreadsheet for FBA fees? We tried a couple but none seem that accurate.Thanks,",https://sellercentral.amazon.com/forums/t/fba-fees-excel-spreadsheet/638424
“Everything in One Box” - Do I Need to Separate SKUs?,Fulfillment By Amazon,Fulfillment By Amazon,"If I am sending in a FBA shipment to Amazon and shipping “Everything in One Box,” do I need to also separate each SKU inside my box into their own respective boxes/cartons/etc?If I do need to separate/box each individual SKU inside my one box, can I reuse old boxes (said differently, can I just leave old stickers/labels/logos on the boxes used to separate each SKU)? Do I even need to use boxes for the SKUs or can I just plastic wrap each SKU inside together?My one box to Amazon FBA has 4 SKUs and each SKU has various quantities ranging from 20-60. I’ve already poly-wrapped and attached the Amazon barcode on the required SKUs.Thanks in advance! Sending my first FBA and the University doesn’t seem to specify this.",https://sellercentral.amazon.com/forums/t/everything-in-one-box-do-i-need-to-separate-skus/638352
More than a truckload,Fulfillment By Amazon,Shipping Inventory to Amazon,"Thankfully we have been growing tremendously the last couple of years but I am now running into an issue where our shipments will soon hit larger than a single full truckload per fulfillment center. They are still half of what amazon allows on case quantity, but I am afraid that this will cause issues after we have already labeled everything if it is over a full truckload. Does amazon allow multiple BoLs per inbound shipment or do we need to make more smaller shipments to get these in?",https://sellercentral.amazon.com/forums/t/more-than-a-truckload/638387
Prepping a shipment for Amazon warehouse,Fulfillment By Amazon,General Selling Questions,"Sending 640, 5kg Coco bricks shrink wrapped, with UPC code printed on the package to amazon warehouse for FBA.Anyone have a photo of what the pallets are suppose to look like when shipped to Amazon WH?I requested amazon to prep and label service. I re stacked pallets to equal 1500 lbs.I’m stuck at box labels?Do all 640 bricks need an individual box label? Is this not included in amazon prep fee?",https://sellercentral.amazon.com/forums/t/prepping-a-shipment-for-amazon-warehouse/638314
Using FBA to fulfill Shopify Orders (MCF),Fulfillment By Amazon,Multi-Channel Fulfillment,"I’m setting up the FBA/Shopify integration on my Shopify website so that my orders on Shopify are fulfilled through FBA (MCF). There are a set of criteria listed on the Shopify website in order to accomplish this, but the guidelines are actually very confusing and sometimes contradictory. Does any here have experience setting this up? My specific questions are:I want the shipping fee NOT to be exactly equal to the amazon fee, rather I want to charge the customers $0 if the checkout is over $50, and $3 less. But i’m not sure if you can set this up without the system/integration with amazon bugging.One of the criteria is to set the shipping price based on weight of the product, so in order to get the clean shipping fees I want ($3 or $0) I need to make up fake weights on shopify. Will it bug the FBA system if the weights listed on Shopify are different than Amazon?Lastly, I know there are apps to simplify this process. Anyone have experience usingAmazon FBA Shipping: ByteStand App and know whether it is necessary",https://sellercentral.amazon.com/forums/t/using-fba-to-fulfill-shopify-orders-mcf/629902
"Customer Service Q- FBA item passed return window, customer asking for return",Fulfillment By Amazon,Fulfillment By Amazon,I’m a first-year FBA seller. I had a customer reach out asking to return a large amount of items that are passed the return window. It was an order of 8 sets so I really don’t want to return these. I’ve had other folks reach out and refunded their items without question…but I don’t really want to refund 8 items that aren’t re-sellable. Customer claims reason they want to return them is that they purchased the items for an event that was then cancelled due to Covid-19. They are now passed the Amazon return window and are asking me to extend it. This is an FBA item.Anyone have a recommendation for a polite response that doesn’t end up with me being a doormat  because they overstepped their return window? I’m paranoid about getting bad reviews if I don’t give them whatever they want.,https://sellercentral.amazon.com/forums/t/customer-service-q-fba-item-passed-return-window-customer-asking-for-return/637875
LTL Carrier Amazon AMZX not picking up goods,Fulfillment By Amazon,Shipping Inventory to Amazon,"Hi everyone,LTL Carrier Amazon AMZX not picking up goods, and also now do not answering to any created cases since Monday.Is there any phone number or something, where we can contact them? I know there are similar discussions here, but could not find any answers.We already more then week late with shipment, and can’t do anything. Shipment ID FBA15H3H4MZ9",https://sellercentral.amazon.com/forums/t/ltl-carrier-amazon-amzx-not-picking-up-goods/545351
"Our parcels delivered on 20/5, but today is still to waiting for check-in and Receiving",Fulfillment By Amazon,General FBA Questions,"Our parcels delivered at the amazon warehouse on 20/5, but today is still to waiting for check-in and Receiving… is it normal? Or something else? Please help!!!",https://sellercentral.amazon.com/forums/t/our-parcels-delivered-on-20-5-but-today-is-still-to-waiting-for-check-in-and-receiving/638054
Removal Order Processing for 3 Months! No help!,Fulfillment By Amazon,General FBA Questions,We still have removal orders for over 1276 pieces of product that are 3 months in processing. All we are told is that it is in processing and the COVID issue is slowing it down. Amazon can’t just hold that much product of ours when we need it for over 3 months. Patience I’ve had but it’s such a major issue for us and I can’t of course talk to anyone that can give me any information other than again today they said on the phone that they would contact the fulfillment center to send me the reason why. And AGAIN I’m sure I’ll get the same response about COVID. Do we have any other recourse when our product is being held so long? ThanksDana,https://sellercentral.amazon.com/forums/t/removal-order-processing-for-3-months-no-help/638161
Returns to merchant,Fulfillment By Amazon,General FBA Questions,"Trying to get a solid answer, when amazon sends back unfullfillable inv to us as a merchant, who pays the shipping? Where does it show the shipping cost? The reason I ask is we just got a box back from fba, and the weight of the box is 9#…the label is for 113# so someone messed up big and I need a solid answer if not a link to show my boss the details on the fees.",https://sellercentral.amazon.com/forums/t/returns-to-merchant/637698
Can you restock it now? Whyit show:Amazon cannot find an appropriate fulfillment center for this product,Fulfillment By Amazon,Fulfillment By Amazon,Amazon cannot find an appropriate fulfillment center for this product.There is currently no fulfillment center in the destination country capable of receiving this product. Please delete this product from the shipment or contact Seller Support if you believe this is an error.,https://sellercentral.amazon.com/forums/t/can-you-restock-it-now-whyit-show-amazon-cannot-find-an-appropriate-fulfillment-center-for-this-product/635684
Help! Small parcel or LTL?,Fulfillment By Amazon,Shipping Inventory to Amazon,"My product size is 34"" x 14"" x 6"" and the carton size is 35"" x 14"" x 30"".I’ve checked all the information on seller central and it says if one side of carton box is over 22"", I need to use a pallet. I guess it means I need to send all the products with LTL, do I understand right?However, my shipping company says that I don’t need to use pallets.So can I send my cartons with Small parcel? Or only LTL is right?",https://sellercentral.amazon.com/forums/t/help-small-parcel-or-ltl/638016
Lost fba inventory,Fulfillment By Amazon,Shipping Inventory to Amazon,"HiI am having a lot of issues with Amazon FBA.I had never had any issues with FBA Pre-Covid, but now it has been an absolute nightmare.I have shipped 11 separate shipments since March and 10/11 shipments have been miscounted.I stopped shipping to Amazon for all of April because of the delays and the shortages.I sent 2 in the past 10 days. One package, only 1/15 items was missing (some good news I guess?). But then on my latest shipment they’ve only counted 1/9 items…Its really frustrating because I wasn’t reimbursed for one shipment due to a “weight discrepancy”. Other times, they counted 0 inventory. That’r right, I supposedly sent two empty boxes…I quadruple count my packages before shipping, I take photos of everything, I take a photo of the scale at UPS. What else am I supposed to do?I call Amazon and I get the same robotic answers. “Sir, the FBA warehouse does not have inbound calls.” or answers that do not address my concern.There’s literally nothing I can do to ensure my inventory gets counted properly. Its all on Amazon’s end and they do not care to help their sellers.Am I the only one in this position? Any assistance would be helpful.Thank you in advance!",https://sellercentral.amazon.com/forums/t/lost-fba-inventory/637963
FBA - Delivered Late by Carrier,Fulfillment By Amazon,FBA Orders and Customer Service,"When you get refunds because of “Delivered Late by Carrier,” does Amazon not reimburse for these? So customer gets to keep the product and us sellers are at a complete loss? Every time I get one of these, I use the “Check FBA order reimbursement status” tool and it always says “We don’t reimburse for refunds issued by non-Amazon entities.” That doesn’t seem right and I don’t see that being a cost of doing business.",https://sellercentral.amazon.com/forums/t/fba-delivered-late-by-carrier/613216
Oversized surcharge fee? Item packaging exceeds 25”,Fulfillment By Amazon,Shipping Inventory to Amazon,"Hello,So I plan on shipping about 20 oversize items to amazon. The items packaging size is 27x22x2, the actual item in the box is 24x19x1 but I needed larger packaging for bubble wrap etc.My question is am I going to be charged an additional surcharge fee? & is it okay that my items packaging is 3 inches longer than my item?I know the items must be 25” but it states that it’s okay as long as the item is larger than 25’’ which it is since it’s packaging is 27’’Another question, all 20 of my units can fit in one box but will exceed 50 pounds. If it’s oversized can I exceed the 50 pounds or would you guys recommend I package them in two separate boxes?I want to avoid any unknown fees, this is my first time shipping in items this large into the fulfillment centers so any advice would really help!Thanks",https://sellercentral.amazon.com/forums/t/oversized-surcharge-fee-item-packaging-exceeds-25/637842
How Do I Stop Amazon From Shipping My Items in Merely their Manufacturer’s Packaging?,Fulfillment By Amazon,General FBA Questions,"I sell a small product that comes in a very thin and flimsy manufacturer’s box. This box is enough to protect the item, but it is not enough to ship the item in. I have no control over the box that the manufacturer uses.Several customers have complained that their items have been horrendously damaged due to the item being only shipped in the manufacturer’s box. They write this on my seller feedback page.However, I have contacted Amazon twice, and each time they tell me that no customers have chosen for their “customer return reason” the option “product damaged.” However, I do have many customers who have chosen “Product damaged or defective prior to shipping.” In my mind though these are the same thing…how would a customer even know if the item was damaged prior to shipping if the item is shipped without a box? Its irrational.However, seller support tells me that only the “product damaged” reason will allow them to change the FBA packaging to a FBA box instead of simply slapping a label on the manufacturer’s box.The problem is that I looked at the return reasons offered for buyers on my own buyer account. There is no option for “product damaged.” There are only options for “shipping box and item damaged” or “shipping box damaged but item ok.” These reasons don’t correspond with the “customer return reasons” found on my FBA returns page.So, I am at a lost of what to do. Furthermore, Amazon has now deactivated my listing and left my FBA items stranded because they are saying that too many customers are getting damaged items. However, this is their fault because they won’t ship it in a box.How do I convince them to stop shipping in the manufacturer’s box and to ship using a real box.Thank you for any thoughts in advance.All the best",https://sellercentral.amazon.com/forums/t/how-do-i-stop-amazon-from-shipping-my-items-in-merely-their-manufacturers-packaging/636817
How do I help my buyer?,Fulfillment By Amazon,Fulfillment By Amazon,"I have a customer who never received our product from amazon…claims to have a tracking number. And it was returned to the PO . She Contacted us thru Amazon (wanting a refund) giving me her order number and said she attached the tracking info but it was not attached (i’m guessing amazon kept us from seeing it due to personal info on it), I know it was FBA not FBM because we only have a order number and first name.What is the best procedure to help her?",https://sellercentral.amazon.com/forums/t/how-do-i-help-my-buyer/637132
